TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,Target
320.11,2472,1,12,1,23.0,3,130.0,1.0,4076.48,76,18-30,0
333.39,1685,1,30,0,68.0,0,35.0,1.0,10628.59,135,60+,1
10.3,2321,1,14,0,47.0,1,197.0,1.0,7801.32,230,40-50,1
737.46,20,0,0,1,53.0,0,75.0,4.0,634.16,75,50-60,2
416.55,822,1,28,2,33.0,1,73.0,1.0,922.96,0,30-40,0
84.91,1943,1,33,2,18.0,3,68.0,1.0,4734.110000000001,37,<18,0
98.95,2468,1,23,1,75.0,2,73.0,1.0,5670.82,90,60+,2
18.14,328,0,25,0,58.0,2,48.0,1.0,6020.85,285,50-60,2
1154.79,1404,1,8,0,51.0,0,108.0,1.0,6180.3,324,50-60,2
215.13,32,1,5,2,46.0,1,114.0,1.0,3956.69,114,40-50,2
218.57,1922,0,22,1,62.0,0,102.0,1.0,13869.86,117,60+,1
341.88,1088,1,2,0,43.0,1,89.0,1.0,4159.52,277,40-50,2
691.92,1250,1,4,2,19.0,3,61.0,1.0,1084.65,350,18-30,0
50.43,1246,1,38,1,32.0,0,51.0,1.0,9794.26,168,30-40,1
440.43,1769,1,7,1,78.0,2,23.0,1.0,5123.24,90,60+,2
299.03,134,1,8,1,39.0,1,52.0,1.0,1381.28,220,30-40,0
1.98,2440,1,39,0,66.0,0,170.0,1.0,11619.1,264,60+,1
173.45,2423,1,30,0,31.0,1,161.0,1.0,9077.62,49,30-40,1
438.76,280,1,35,1,22.0,3,73.0,1.0,1824.19,290,18-30,0
519.62,2205,0,42,2,71.0,2,40.0,1.0,4159.33,15,60+,2
738.68,465,1,6,2,50.0,0,124.0,1.0,14352.33,317,40-50,1
151.14,994,1,22,2,64.0,2,38.0,1.0,2156.54,317,60+,2
75.77,1438,1,5,1,51.0,1,148.0,1.0,8361.7,205,50-60,1
444.52,641,1,21,2,27.0,1,17.0,1.0,5424.6,36,18-30,0
5.29,477,1,16,2,52.0,0,276.0,1.0,11263.89,172,50-60,1
97.63,862,0,25,2,48.0,0,127.0,1.0,12467.31,287,40-50,1
256.95,808,1,36,1,26.0,1,71.0,1.0,2531.24,108,18-30,0
734.86,2327,0,4,1,48.0,1,290.0,1.0,6242.03,147,40-50,1
1250.94,419,1,8,0,36.0,0,107.0,2.0,11565.97,131,30-40,1
84.28,1069,1,22,1,39.0,0,142.0,1.0,13586.06,78,30-40,1
927.45,1441,1,2,0,24.0,3,95.0,1.0,1161.84,51,18-30,0
202.49,2457,0,41,0,48.0,1,69.0,1.0,7447.1,126,40-50,1
154.99,1586,1,23,1,25.0,3,53.0,1.0,1419.31,104,18-30,0
481.53,1698,1,1,1,58.0,2,277.0,1.0,6142.54,331,50-60,2
172.92,1584,1,24,2,20.0,3,212.0,1.0,416.37,112,18-30,0
275.59,1887,0,30,1,53.0,2,238.0,1.0,6313.22,230,50-60,2
207.2,2475,1,8,2,60.0,1,133.0,1.0,8092.94,1,50-60,2
136.82,1572,1,6,1,31.0,1,14.0,1.0,6229.13,101,30-40,0
624.0,315,1,15,1,26.0,1,132.0,5.0,4976.18,319,18-30,0
211.36,1466,1,6,2,30.0,1,28.0,1.0,8741.51,132,18-30,1
10.15,370,1,2,0,59.0,0,58.0,5.0,7155.04,277,50-60,2
26.3,2356,1,41,0,32.0,0,33.0,1.0,7473.73,186,30-40,1
319.5,1052,0,41,1,29.0,1,69.0,1.0,2366.3,262,18-30,0
182.42,562,1,18,1,51.0,2,137.0,1.0,3051.29,258,50-60,2
716.62,661,1,1,0,44.0,0,241.0,1.0,6987.4,223,40-50,1
222.96,569,0,14,0,65.0,0,150.0,1.0,7370.41,358,60+,2
79.77,149,1,37,0,68.0,2,167.0,1.0,5010.31,142,60+,2
431.08,1297,1,0,1,45.0,2,25.0,1.0,6760.22,30,40-50,1
592.24,1927,1,40,0,52.0,0,140.0,1.0,9817.05,58,50-60,1
200.19,1307,0,35,1,52.0,2,108.0,1.0,4389.96,354,50-60,2
297.5,585,0,18,1,73.0,2,80.0,1.0,6768.14,87,60+,2
345.86,2174,1,29,0,51.0,2,145.0,1.0,1504.64,184,50-60,2
343.88,2340,1,26,2,63.0,2,97.0,1.0,6486.18,338,60+,2
16.52,31,0,4,2,25.0,3,135.0,1.0,835.53,66,18-30,0
162.1,2314,1,25,1,41.0,1,151.0,1.0,8576.65,107,40-50,1
36.12,2260,1,15,2,22.0,3,234.0,1.0,1593.03,109,18-30,0
354.91,2380,1,4,0,74.0,2,191.0,1.0,3872.55,166,60+,2
38.41,679,1,10,0,40.0,0,117.0,1.0,9129.68,65,30-40,1
53.52,611,1,36,1,49.0,1,55.0,1.0,2227.49,134,40-50,2
498.59,1998,1,30,2,45.0,2,138.0,1.0,2619.46,288,40-50,2
13.3,1024,1,35,0,23.0,3,63.0,1.0,213.0,175,18-30,0
189.65,1784,1,5,0,21.0,3,60.0,1.0,8457.09,278,18-30,1
255.32,1701,1,3,0,80.0,2,27.0,1.0,6290.62,67,60+,2
230.51,326,0,22,1,51.0,1,56.0,1.0,9522.37,266,50-60,1
237.74,1077,1,40,0,61.0,0,152.0,1.0,11795.12,244,60+,1
512.76,681,1,14,0,52.0,0,26.0,1.0,5121.36,44,50-60,2
151.37,634,1,3,0,54.0,1,53.0,1.0,8356.08,139,50-60,1
85.01,156,0,32,0,25.0,3,157.0,1.0,1299.4,156,18-30,0
444.47,96,1,38,2,57.0,2,61.0,1.0,6062.94,259,50-60,2
211.36,743,1,16,0,67.0,2,58.0,1.0,7588.67,246,60+,2
879.25,2093,0,22,2,24.0,3,137.0,1.0,125.85,100,18-30,0
55.98,1787,0,18,1,24.0,3,87.0,1.0,7047.04,341,18-30,0
54.91,272,0,8,0,41.0,1,275.0,1.0,7927.27,63,40-50,1
1047.69,1923,1,2,2,20.0,3,139.0,1.0,1889.78,259,18-30,0
393.74,2299,1,5,2,26.0,3,90.0,1.0,1769.06,30,18-30,0
58.94,2472,1,24,2,30.0,1,26.0,1.0,4575.98,136,18-30,0
515.57,15,1,8,0,27.0,1,56.0,1.0,9269.67,32,18-30,1
332.15,1934,1,9,0,59.0,0,105.0,1.0,9749.46,54,50-60,1
177.94,1801,1,25,2,19.0,3,173.0,1.0,123.24,306,18-30,0
68.68,1725,1,34,1,49.0,1,141.0,1.0,4718.51,5,40-50,2
1431.54,2339,1,32,2,20.0,3,84.0,1.0,1171.98,139,18-30,0
240.03,406,1,1,2,33.0,1,31.0,1.0,7807.73,199,30-40,1
168.34,1183,1,31,0,64.0,2,240.0,1.0,7483.01,287,60+,2
474.77,1862,1,4,2,46.0,1,284.0,1.0,8494.53,2,40-50,1
451.7,425,1,6,2,29.0,1,103.0,1.0,8994.67,268,18-30,1
243.85,2402,1,29,1,39.0,1,43.0,1.0,4576.78,151,30-40,0
5.76,1588,1,15,1,38.0,3,164.0,1.0,5859.79,179,30-40,1
435.08,1326,1,37,2,55.0,1,78.0,1.0,2103.41,292,50-60,2
127.78,760,1,24,0,20.0,3,170.0,1.0,1046.66,244,18-30,0
23.14,2143,0,23,2,47.0,0,93.0,1.0,10536.54,179,40-50,1
545.87,8,1,24,1,27.0,1,41.0,1.0,4860.01,202,18-30,0
21.21,2286,1,26,2,55.0,1,37.0,1.0,9575.42,56,50-60,1
423.53,1463,0,18,1,50.0,0,81.0,1.0,5453.4,61,40-50,2
142.1,1048,0,37,2,18.0,3,109.0,1.0,1545.64,333,<18,0
1413.24,2088,1,27,0,58.0,1,112.0,1.0,7272.01,303,50-60,2
114.15,351,1,1,0,19.0,3,52.0,1.0,1612.4,136,18-30,0
275.98,2370,0,42,2,72.0,2,67.0,1.0,6151.05,54,60+,2
590.68,1791,1,42,1,27.0,3,23.0,1.0,852.2,173,18-30,0
152.42,1987,1,38,0,42.0,0,176.0,1.0,9141.79,355,40-50,1
395.77,393,0,12,1,43.0,0,118.0,1.0,6425.99,115,40-50,1
615.16,229,1,4,2,26.0,3,140.0,1.0,214.61,15,18-30,0
207.82,412,0,19,2,19.0,3,30.0,1.0,229.02,40,18-30,0
220.52,1030,1,39,0,57.0,2,152.0,1.0,1793.09,57,50-60,2
281.47,1522,1,30,0,34.0,1,142.0,1.0,4437.48,290,30-40,0
57.91,2250,0,34,1,58.0,1,97.0,1.0,3641.06,41,50-60,2
30.48,2290,0,39,1,32.0,0,78.0,1.0,11481.85,76,30-40,1
1152.58,1706,1,2,1,65.0,2,180.0,1.0,7567.17,322,60+,2
453.09,1012,1,38,1,48.0,0,97.0,1.0,4734.110000000001,110,40-50,2
424.47,386,1,28,2,22.0,3,116.0,1.0,5491.55,141,18-30,0
228.4,34,1,29,0,67.0,0,116.0,1.0,9598.43,194,60+,2
67.17,1214,1,39,2,63.0,0,48.0,1.0,14410.44,153,60+,1
284.89,2385,1,1,2,53.0,0,115.0,1.0,9738.6,29,50-60,1
118.69,294,1,29,2,33.0,0,296.0,1.0,749.34,218,30-40,0
221.33,1961,1,21,0,27.0,3,276.0,1.0,1185.43,209,18-30,0
252.31,599,0,39,0,26.0,3,172.0,1.0,1584.6,344,18-30,0
58.85,875,0,25,2,71.0,2,115.0,1.0,1789.8,12,60+,2
194.68,2472,1,22,2,32.0,0,165.0,1.0,14494.18,331,30-40,1
433.53,1969,1,30,1,38.0,0,231.0,1.0,6368.32,166,30-40,1
178.26,1931,1,28,0,59.0,2,59.0,1.0,1137.13,149,50-60,2
207.65,1686,1,37,2,34.0,1,98.0,1.0,5143.8,187,30-40,0
237.0,266,1,40,2,49.0,0,115.0,1.0,14021.4,111,40-50,1
1169.59,2432,1,27,2,28.0,3,114.0,1.0,5946.45,310,18-30,0
347.63,2360,0,6,2,25.0,3,272.0,1.0,1400.04,137,18-30,0
517.68,646,1,29,0,31.0,0,24.0,1.0,11305.81,104,30-40,1
36.25,2244,1,40,1,52.0,0,76.0,1.0,193.06,227,50-60,2
46.53,1147,1,37,0,42.0,1,34.0,1.0,4468.12,60,40-50,2
207.47,1838,1,24,0,53.0,0,12.0,1.0,1688.9,39,50-60,2
199.7,639,1,16,0,43.0,1,285.0,1.0,7574.45,156,40-50,1
307.89,1248,0,26,2,62.0,2,90.0,1.0,2637.55,311,60+,2
403.63,1047,1,19,1,31.0,1,167.0,3.0,3304.02,96,30-40,0
20.06,725,1,22,0,27.0,3,144.0,1.0,445.21,219,18-30,0
236.57,1623,1,34,0,79.0,2,112.0,1.0,3488.77,9,60+,2
0.32,1413,1,4,0,39.0,1,136.0,1.0,7158.58,215,30-40,1
14.28,1717,1,31,0,23.0,3,81.0,1.0,1597.51,61,18-30,0
232.35,860,0,1,1,33.0,1,153.0,1.0,4186.25,120,30-40,0
317.53,384,1,24,2,44.0,1,104.0,1.0,6237.68,17,40-50,1
74.67,878,1,16,0,43.0,1,283.0,1.0,3449.35,278,40-50,0
65.01,2006,0,2,2,29.0,0,67.0,1.0,10235.19,184,18-30,1
0.45,1361,1,18,1,34.0,1,172.0,1.0,8670.23,227,30-40,1
364.13,213,1,13,0,63.0,0,61.0,1.0,8198.0,241,60+,2
340.13,233,1,23,1,24.0,3,32.0,3.0,1149.74,325,18-30,0
15.81,440,1,28,1,69.0,0,11.0,4.0,8384.85,343,60+,2
222.66,1185,1,11,2,39.0,0,88.0,1.0,14466.38,267,30-40,1
638.24,481,1,31,1,48.0,1,64.0,1.0,5695.78,326,40-50,2
241.21,1785,1,29,0,31.0,1,108.0,1.0,1220.86,174,30-40,0
171.16,1818,1,27,2,51.0,2,42.0,1.0,6126.5,279,50-60,2
1360.67,724,1,33,1,29.0,1,118.0,1.0,2861.65,5,18-30,0
37.65,1796,0,38,2,27.0,3,109.0,1.0,411.78,279,18-30,0
25.77,1831,1,22,2,68.0,2,18.0,1.0,4331.54,18,60+,2
789.8,1245,1,17,0,40.0,0,94.0,1.0,13948.09,70,30-40,1
308.85,2261,0,20,1,20.0,3,33.0,2.0,333.19,113,18-30,0
1454.52,1771,1,24,0,27.0,3,20.0,1.0,1189.03,56,18-30,0
806.97,468,1,39,2,25.0,3,11.0,1.0,102.2,151,18-30,0
364.81,2472,1,5,2,25.0,3,53.0,1.0,1145.23,57,18-30,0
490.82,998,1,18,0,26.0,1,114.0,1.0,8704.27,199,18-30,1
1021.38,176,1,11,1,61.0,0,125.0,1.0,6223.26,144,60+,2
311.28,921,1,1,1,49.0,0,198.0,1.0,135.96,171,40-50,2
85.03,668,1,36,0,51.0,2,48.0,1.0,4597.57,37,50-60,2
307.75,689,1,11,1,64.0,0,63.0,1.0,1061.58,221,60+,2
333.67,1233,1,13,2,36.0,1,68.0,1.0,9238.08,142,30-40,1
589.89,1975,1,17,1,56.0,1,213.0,3.0,9404.63,340,50-60,1
372.08,454,1,15,1,66.0,0,63.0,1.0,13330.74,352,60+,1
502.9,1736,0,14,2,26.0,3,141.0,1.0,341.24,138,18-30,0
103.81,1810,1,28,0,36.0,0,34.0,1.0,7044.63,331,30-40,1
69.43,237,1,19,0,30.0,1,162.0,1.0,9281.85,129,18-30,1
110.4,1768,0,36,0,56.0,0,62.0,1.0,8639.36,131,50-60,1
275.65,1490,0,1,1,28.0,1,14.0,1.0,4957.57,0,18-30,0
336.01,2106,1,7,2,63.0,0,121.0,4.0,4734.110000000001,149,60+,2
251.8,622,1,23,0,62.0,0,102.0,1.0,11796.66,233,60+,1
334.07,1476,1,27,1,59.0,1,200.0,1.0,7306.79,246,50-60,2
52.44,1660,1,33,2,27.0,3,87.0,1.0,3157.75,189,18-30,0
1030.85,1636,1,36,0,25.0,3,39.0,1.0,1941.8,278,18-30,0
141.37,1322,1,10,2,46.0,1,77.0,1.0,1019.77,318,40-50,0
211.7,2125,0,6,2,50.0,0,205.0,1.0,12272.78,46,40-50,1
61.4,186,1,38,1,41.0,1,20.0,2.0,7892.87,125,40-50,1
308.23,705,1,19,0,60.0,2,23.0,1.0,4150.63,312,50-60,2
111.41,2454,1,6,1,21.0,3,181.0,1.0,1204.11,261,18-30,0
675.49,519,1,5,0,61.0,2,159.0,1.0,1893.0,264,60+,2
29.72,1311,1,35,0,26.0,3,38.0,1.0,1059.62,0,18-30,0
301.73,2472,1,40,2,67.0,0,163.0,1.0,990.74,48,60+,2
294.61,1822,1,29,1,60.0,2,74.0,1.0,7375.59,71,50-60,2
106.43,713,0,31,0,52.0,1,164.0,1.0,9403.12,253,50-60,1
381.52,2175,1,39,2,36.0,0,79.0,1.0,5798.92,284,30-40,1
1142.76,523,0,15,2,25.0,3,71.0,1.0,1498.93,221,18-30,0
5.66,2302,1,14,1,40.0,1,33.0,1.0,5434.64,320,30-40,1
209.09,2094,1,41,0,48.0,0,203.0,1.0,9100.81,9,40-50,1
521.81,2151,1,41,0,47.0,1,34.0,1.0,4750.96,65,40-50,2
588.36,48,1,5,2,33.0,1,134.0,1.0,8434.99,240,30-40,1
146.67,2042,1,0,2,20.0,3,273.0,1.0,1569.75,283,18-30,0
176.52,517,0,36,2,73.0,2,94.0,5.0,7132.08,139,60+,2
57.34,1982,1,1,2,27.0,3,81.0,1.0,1100.64,240,18-30,0
294.77,1889,1,30,2,77.0,2,101.0,1.0,2272.17,220,60+,2
881.32,1614,1,12,2,31.0,1,59.0,1.0,2287.93,30,30-40,0
162.59,359,1,16,1,64.0,2,19.0,1.0,7104.83,144,60+,2
56.15,2462,1,26,1,31.0,0,77.0,1.0,13265.92,161,30-40,1
524.55,1743,1,12,0,39.0,0,175.0,1.0,8292.75,38,30-40,1
535.4,861,1,36,1,23.0,3,110.0,1.0,651.84,148,18-30,0
56.84,1495,1,33,0,45.0,1,185.0,1.0,7977.78,211,40-50,1
135.94,124,1,15,1,71.0,2,258.0,1.0,4710.21,220,60+,2
47.1,1209,0,42,1,42.0,0,178.0,1.0,6308.07,198,40-50,1
124.05,2010,0,0,1,61.0,0,220.0,1.0,7009.54,346,60+,2
802.89,1596,1,6,0,19.0,3,175.0,1.0,1973.63,294,18-30,0
193.16,649,1,5,0,64.0,2,109.0,1.0,2304.56,51,60+,2
541.52,1187,0,16,1,48.0,1,161.0,1.0,6087.24,134,40-50,1
20.17,10,1,35,0,77.0,2,86.0,1.0,3869.37,137,60+,2
35.98,1513,0,26,1,40.0,0,133.0,1.0,11147.34,37,30-40,1
273.24,2355,1,14,1,51.0,2,173.0,1.0,2202.21,223,50-60,2
663.45,2357,1,0,0,67.0,2,147.0,1.0,5897.29,317,60+,2
343.86,279,1,5,1,57.0,1,70.0,1.0,3278.65,206,50-60,2
69.38,76,1,11,1,69.0,0,280.0,2.0,12072.11,289,60+,1
75.43,1482,1,14,0,77.0,2,266.0,1.0,1441.86,296,60+,2
414.64,626,1,23,1,32.0,0,74.0,1.0,7253.22,175,30-40,1
86.79,144,1,13,1,33.0,0,166.0,1.0,8795.37,86,30-40,1
1105.88,461,1,29,0,34.0,1,36.0,1.0,2636.32,299,30-40,0
14.1,2433,1,21,1,45.0,1,73.0,1.0,6949.21,114,40-50,1
63.33,2449,0,21,1,23.0,3,124.0,1.0,792.33,339,18-30,0
606.27,1145,1,21,1,29.0,0,42.0,1.0,9668.78,191,18-30,1
4.47,1484,1,3,1,27.0,3,132.0,1.0,1381.75,242,18-30,0
289.01,1580,1,24,2,66.0,2,96.0,1.0,4226.26,110,60+,2
338.69,1999,1,41,1,18.0,3,169.0,1.0,1137.89,10,<18,0
97.73,975,1,34,1,69.0,0,156.0,1.0,7885.21,125,60+,2
1021.16,1935,1,0,0,20.0,3,112.0,1.0,9427.06,88,18-30,1
27.61,483,0,13,0,54.0,2,26.0,1.0,3679.64,174,50-60,2
284.17,946,1,22,0,51.0,2,189.0,1.0,3479.56,103,50-60,2
76.21,73,1,20,1,22.0,3,69.0,1.0,664.93,261,18-30,0
211.36,2183,0,10,1,69.0,0,292.0,1.0,624.09,124,60+,2
584.51,1570,1,10,0,74.0,2,76.0,1.0,3254.56,147,60+,2
432.18,902,1,19,1,18.0,3,162.0,1.0,678.83,128,<18,0
134.55,1870,1,38,2,59.0,0,165.0,1.0,14852.42,123,50-60,1
61.66,265,1,34,0,26.0,3,86.0,1.0,5705.4,26,18-30,0
12.35,244,1,14,1,25.0,3,22.0,1.0,1846.85,289,18-30,0
213.25,372,1,37,1,25.0,3,63.0,1.0,677.79,101,18-30,0
34.93,1915,1,8,1,31.0,1,72.0,1.0,2810.37,289,30-40,0
959.48,71,1,24,1,67.0,0,112.0,1.0,10631.43,95,60+,1
335.68,2081,1,40,2,24.0,3,142.0,1.0,1188.95,297,18-30,0
423.96,199,1,36,0,43.0,0,75.0,1.0,8374.38,139,40-50,1
361.38,437,0,25,2,72.0,2,71.0,3.0,4972.92,354,60+,2
220.82,2463,1,21,1,42.0,1,31.0,1.0,4298.13,122,40-50,2
717.36,13,0,13,2,22.0,3,138.0,1.0,514.88,197,18-30,0
406.12,1407,1,15,0,42.0,0,106.0,1.0,10501.53,306,40-50,1
427.83,851,1,31,0,47.0,1,29.0,1.0,3293.06,207,40-50,2
416.62,460,0,3,2,26.0,3,67.0,1.0,9700.9,300,18-30,1
21.9,669,1,31,0,28.0,3,30.0,1.0,1052.27,292,18-30,0
717.74,2331,0,34,2,42.0,1,112.0,1.0,8375.16,260,40-50,1
393.68,1731,1,36,0,55.0,0,141.0,1.0,10135.88,38,50-60,1
281.91,85,1,10,1,25.0,3,269.0,1.0,225.53,62,18-30,0
239.85,169,1,40,0,70.0,2,50.0,1.0,1477.63,89,60+,2
237.84,1774,1,26,1,26.0,3,16.0,1.0,8932.39,187,18-30,1
459.29,171,0,18,2,64.0,2,109.0,1.0,1006.12,285,60+,2
196.49,2418,1,28,1,41.0,1,65.0,1.0,7516.56,188,40-50,1
21.23,1684,1,41,0,23.0,3,103.0,4.0,319.18,217,18-30,0
95.23,1944,1,10,2,20.0,3,60.0,3.0,966.88,315,18-30,0
344.87,1594,1,15,1,58.0,2,25.0,1.0,7447.44,298,50-60,2
129.62,1230,0,38,0,23.0,3,124.0,1.0,620.28,29,18-30,0
16.53,1340,1,15,0,21.0,3,220.0,1.0,707.95,127,18-30,0
277.02,2118,0,10,0,46.0,0,227.0,1.0,8586.38,214,40-50,1
13.02,1086,1,5,1,51.0,0,42.0,1.0,6076.45,320,50-60,2
199.02,192,1,22,0,22.0,3,185.0,1.0,793.63,120,18-30,0
684.5,1394,1,13,1,29.0,0,76.0,1.0,6258.63,232,18-30,0
1173.74,1788,0,41,2,61.0,0,61.0,1.0,10456.24,69,60+,1
45.92,1120,1,26,0,26.0,3,23.0,1.0,544.56,10,18-30,0
761.73,1688,1,8,0,19.0,3,27.0,1.0,151.28,181,18-30,0
331.38,983,1,24,0,42.0,1,122.0,1.0,844.55,136,40-50,0
602.8,548,1,3,1,60.0,2,173.0,1.0,7417.69,274,50-60,2
64.12,1464,0,16,1,57.0,0,222.0,1.0,1029.09,197,50-60,2
57.38,293,1,18,2,28.0,3,86.0,1.0,899.52,129,18-30,0
94.64,881,0,27,0,28.0,3,144.0,1.0,586.76,148,18-30,0
155.56,740,0,2,1,19.0,3,64.0,1.0,129.79,84,18-30,0
301.39,1217,0,10,2,47.0,0,104.0,1.0,10548.58,60,40-50,1
136.31,2028,1,26,2,74.0,2,65.0,1.0,4384.95,139,60+,2
4.39,1062,1,30,0,26.0,3,63.0,1.0,1429.61,325,18-30,0
429.25,1065,1,39,2,29.0,1,107.0,1.0,5019.68,134,18-30,0
138.54,26,0,2,1,60.0,1,93.0,1.0,8274.77,163,50-60,2
33.03,1462,1,42,1,21.0,3,28.0,1.0,935.88,215,18-30,0
76.39,394,1,34,2,30.0,0,80.0,1.0,11584.32,276,18-30,1
25.32,469,1,28,0,19.0,3,25.0,1.0,1642.34,187,18-30,0
330.91,459,1,18,0,36.0,1,28.0,1.0,6481.35,287,30-40,1
153.55,2097,1,10,2,37.0,0,16.0,1.0,5619.91,76,30-40,0
217.61,417,1,29,2,27.0,3,120.0,1.0,1661.1,288,18-30,0
131.69,1919,0,10,1,53.0,1,59.0,1.0,2958.43,41,50-60,2
953.17,1907,1,33,2,60.0,2,84.0,1.0,3506.11,146,50-60,2
68.49,2011,1,26,2,67.0,2,49.0,1.0,6683.31,268,60+,2
1493.0,1035,1,7,0,69.0,2,151.0,1.0,1619.16,45,60+,2
470.62,407,1,40,1,57.0,0,127.0,1.0,12470.62,20,50-60,1
385.35,1845,1,24,1,38.0,0,269.0,1.0,5184.13,349,30-40,0
74.72,1354,1,31,2,26.0,3,132.0,1.0,165.75,237,18-30,0
352.03,2472,0,31,2,27.0,3,219.0,1.0,4846.68,291,18-30,0
275.87,1595,1,39,0,25.0,3,112.0,1.0,1697.58,47,18-30,0
90.94,2217,0,7,0,63.0,2,56.0,1.0,3896.08,358,60+,2
206.25,1841,1,3,0,74.0,2,56.0,1.0,3651.07,97,60+,2
116.76,102,1,30,0,51.0,1,212.0,1.0,4480.43,47,50-60,2
91.5,574,1,29,0,47.0,0,77.0,1.0,667.66,94,40-50,2
489.31,628,1,21,1,43.0,1,36.0,1.0,5595.22,359,40-50,1
1664.33,1794,1,35,1,18.0,3,65.0,1.0,1588.31,45,<18,0
414.49,271,0,31,2,58.0,0,108.0,1.0,12709.58,166,50-60,1
315.13,2304,1,29,1,30.0,1,143.0,1.0,6570.94,59,18-30,1
28.38,1842,1,40,1,45.0,0,260.0,1.0,8892.62,210,40-50,1
456.05,537,1,11,1,68.0,0,20.0,1.0,11729.51,254,60+,1
277.22,1519,1,18,1,35.0,0,41.0,1.0,12104.51,65,30-40,1
54.84,832,1,18,2,52.0,2,124.0,1.0,3495.51,321,50-60,2
29.92,2477,0,10,2,68.0,0,63.0,1.0,7855.01,233,60+,2
133.06,216,1,19,2,35.0,1,143.0,1.0,8843.44,211,30-40,1
332.06,1135,1,39,0,29.0,0,221.0,1.0,11826.52,1,18-30,1
14.34,1953,0,22,2,67.0,2,24.0,1.0,7932.51,44,60+,2
468.32,1041,1,14,2,69.0,2,152.0,1.0,4710.04,25,60+,2
582.17,2316,1,40,1,57.0,1,135.0,1.0,4734.110000000001,103,50-60,2
245.62,2374,1,35,1,23.0,3,127.0,1.0,1879.82,128,18-30,0
981.9,2248,0,3,2,43.0,0,112.0,1.0,9018.33,31,40-50,1
83.6,2471,1,38,0,47.0,0,192.0,1.0,13899.24,177,40-50,1
331.22,953,0,28,1,61.0,0,161.0,1.0,12613.25,358,60+,1
57.49,2154,0,11,2,24.0,3,177.0,1.0,765.15,311,18-30,0
85.58,2203,1,13,0,55.0,1,60.0,1.0,4734.110000000001,87,50-60,2
157.56,682,1,16,1,43.0,0,159.0,1.0,7541.16,83,40-50,1
230.3,380,1,7,2,46.0,1,24.0,1.0,8356.88,119,40-50,1
305.92,2311,1,12,0,72.0,2,88.0,1.0,1445.47,126,60+,2
942.7,2072,1,4,2,35.0,1,29.0,1.0,5141.32,287,30-40,0
116.33,321,1,14,1,27.0,3,144.0,1.0,1696.15,140,18-30,0
537.71,640,0,23,2,19.0,3,175.0,1.0,1806.08,60,18-30,0
538.17,1807,0,42,1,27.0,1,252.0,1.0,5908.04,243,18-30,0
219.44,1317,1,42,2,42.0,1,23.0,1.0,4207.27,196,40-50,2
61.62,1867,1,24,2,57.0,0,19.0,1.0,8365.37,339,50-60,1
58.77,1275,1,22,2,27.0,1,191.0,1.0,7261.7,17,18-30,1
538.13,1668,1,13,0,62.0,2,165.0,1.0,5008.59,350,60+,2
177.05,1600,1,30,1,24.0,3,235.0,1.0,4287.82,33,18-30,0
403.01,1637,1,42,2,63.0,0,286.0,3.0,10513.52,190,60+,1
719.76,608,1,37,1,19.0,3,190.0,1.0,690.52,302,18-30,0
163.22,653,1,24,2,26.0,3,217.0,1.0,1788.27,94,18-30,0
242.85,1984,1,13,2,42.0,1,93.0,1.0,4672.8,240,40-50,2
291.22,2064,0,3,2,41.0,1,100.0,1.0,3677.63,194,40-50,0
56.52,2281,1,29,0,42.0,1,152.0,1.0,6911.2,148,40-50,1
195.8,418,1,33,2,39.0,0,186.0,1.0,12027.68,37,30-40,1
66.76,753,0,2,1,36.0,0,44.0,1.0,184.72,275,30-40,0
190.9,1868,1,13,2,28.0,3,40.0,1.0,101.25,245,18-30,0
106.99,2211,1,29,1,38.0,1,152.0,1.0,5771.4,260,30-40,1
655.81,821,1,29,0,55.0,2,164.0,2.0,4539.99,345,50-60,2
107.1,1104,0,30,2,25.0,3,175.0,1.0,193.8,310,18-30,0
79.92,236,1,24,0,44.0,1,274.0,2.0,9138.76,172,40-50,1
430.83,1483,1,20,1,18.0,3,292.0,1.0,941.49,87,<18,0
235.34,1917,1,42,1,26.0,3,68.0,1.0,566.83,338,18-30,0
86.35,1635,0,16,1,52.0,2,24.0,1.0,1550.48,228,50-60,2
337.99,435,1,7,0,70.0,0,115.0,1.0,9038.63,14,60+,2
577.13,1811,0,38,1,40.0,1,66.0,1.0,6640.51,140,30-40,1
213.33,1581,1,29,0,52.0,2,161.0,1.0,5400.44,352,50-60,2
54.52,438,1,16,1,32.0,0,164.0,1.0,6980.98,164,30-40,1
100.13,2341,1,10,1,45.0,0,168.0,1.0,5209.16,285,40-50,2
883.92,2061,0,40,2,53.0,2,129.0,1.0,2342.64,285,50-60,2
69.8,794,0,27,1,27.0,3,138.0,1.0,136.77,159,18-30,0
768.94,1894,1,16,1,64.0,2,53.0,1.0,6860.18,75,60+,2
179.62,2140,1,40,2,24.0,3,119.0,1.0,409.26,319,18-30,0
425.91,570,1,17,0,23.0,3,47.0,1.0,383.58,52,18-30,0
263.34,476,1,10,0,64.0,2,55.0,1.0,2411.02,293,60+,2
113.03,528,0,40,2,36.0,0,12.0,1.0,6756.13,146,30-40,1
11.02,1391,1,2,2,42.0,0,42.0,1.0,7879.66,60,40-50,1
